id_orig,original_language,budget,revenue,original_title,popularity,release_date,vote_average,vote_count,año,return
25983,en,0.0,0.0,The House of the Devil,5.706196,2009-04-25,6.0,201.0,2009,
42683,en,235000.0,0.0,Black Legion,0.703532,1937-01-30,6.4,6.0,1937,0.0
24469,en,3000000.0,2357852.0,Fish Tank,6.070216,2009-05-14,6.9,256.0,2009,0.7859506666666667
4887,en,0.0,0.0,Takva,0.862463,2006-12-01,7.7,13.0,2006,
31578,en,0.0,0.0,Body Bags,2.954229,1993-08-07,5.7,52.0,1993,
32856,en,52000000.0,216485654.0,Valentine's Day,7.466721,2010-02-10,5.7,1043.0,2010,4.163185653846154
7978,en,150000000.0,0.0,The Wolfman,9.297209,2010-02-11,5.5,562.0,2010,0.0
60086,en,0.0,0.0,Babysitter Wanted,8.262337,2009-02-06,5.3,53.0,2009,
11324,en,80000000.0,294804195.0,Shutter Island,15.813629,2010-02-18,7.8,6559.0,2010,3.6850524375
90052,en,0.0,0.0,The Sign of Four,0.084953,2001-03-23,6.0,2.0,2001,
81382,en,0.0,0.0,The Case of the Whitechapel Vampire,0.489897,2002-10-27,3.8,3.0,2002,
183946,en,0.0,0.0,Yellow,0.006175,1998-05-29,0.0,0.0,1998,
17334,en,14000000.0,0.0,The Other End of the Line,3.438508,2008-10-29,6.1,51.0,2008,0.0
26715,en,0.0,199436.0,Bitch Slap,7.489306,2009-05-16,4.5,92.0,2009,inf
19311,en,0.0,0.0,$9.99,3.350555,2008-09-04,6.0,28.0,2008,
38448,en,12000000.0,1644755.0,Ondine,4.757269,2009-09-14,6.5,84.0,2009,0.13706291666666667
45988,en,0.0,0.0,1066,0.133927,2009-05-18,0.0,0.0,2009,
20047,en,0.0,0.0,The Steam Experiment,1.779516,2009-03-01,3.7,17.0,2009,
15324,en,3000.0,0.0,Steal This Film,1.097684,2006-08-21,5.0,14.0,2006,0.0
32657,en,95000000.0,226497209.0,Percy Jackson & the Olympians: The Lightning Thief,9.785895,2010-02-01,6.0,2079.0,2010,2.384181147368421
23742,en,30000000.0,55583804.0,Cop Out,14.313079,2010-02-26,5.3,518.0,2010,1.8527934666666668
27561,en,3500000.0,0.0,Trailer Park Boys: Countdown to Liquor Day,3.093829,2009-09-25,7.0,42.0,2009,0.0
11439,en,45000000.0,60222298.0,The Ghost Writer,6.76482,2010-02-12,6.7,681.0,2010,1.3382732888888889
42586,en,0.0,0.0,Darling Lili,0.552281,1970-01-01,4.9,8.0,1970,
26963,en,0.0,0.0,The Secret of Kells,5.544992,2009-02-09,7.3,184.0,2009,
32868,en,0.0,0.0,The Vicious Kind,2.425754,2009-01-17,6.4,46.0,2009,
30298,en,0.0,0.0,The Secret of Santa Vittoria,1.63702,1969-01-01,6.1,12.0,1969,
23172,en,28000000.0,45236543.0,The Spy Next Door,6.663422,2010-01-15,5.5,351.0,2010,1.6155908214285715
30128,en,7000000.0,1429299.0,I Hope They Serve Beer in Hell,3.208138,2009-09-25,5.7,20.0,2009,0.20418557142857144
29381,en,0.0,0.0,Caged,0.957227,1950-05-19,6.7,13.0,1950,
42295,en,0.0,0.0,The House on 92nd Street,0.485843,1945-09-10,5.2,11.0,1945,
41894,en,0.0,0.0,Blood Done Sign My Name,0.518507,2010-02-01,6.0,5.0,2010,
32124,en,0.0,18088.0,Dare,2.080893,2009-11-13,5.6,24.0,2009,inf
26428,en,70000000.0,39041505.0,Agora,8.029671,2009-05-17,6.9,404.0,2009,0.5577357857142857
56931,en,0.0,0.0,Tom Thumb,1.045618,1958-12-24,6.2,8.0,1958,
22805,en,0.0,0.0,Motherhood,8.42093,2009-01-21,4.8,45.0,2009,
79519,en,0.0,0.0,Shades of Ray,1.394956,2008-10-18,6.5,7.0,2008,
29388,en,0.0,0.0,High Life,6.936818,2009-02-07,6.1,20.0,2009,
20406,en,0.0,0.0,Rockaway,0.098675,2007-07-07,5.8,2.0,2007,
22166,en,0.0,0.0,Fast Lane,0.268346,2010-02-03,4.2,6.0,2010,
18489,en,0.0,0.0,The Yes Men Fix the World,1.372814,2009-01-18,7.0,29.0,2009,
19962,en,0.0,0.0,Mike Bassett: England Manager,1.659274,2001-09-28,7.2,15.0,2001,
22971,en,25000000.0,114977104.0,Dear John,8.371479,2010-02-04,6.6,1302.0,2010,4.59908416
23023,en,48000000.0,112462508.0,Tooth Fairy,6.74468,2010-01-14,5.2,500.0,2010,2.3429689166666665
29785,en,0.0,0.0,Of Time and the City,0.623718,2008-10-31,7.4,9.0,2008,
14235,en,0.0,0.0,Eden Log,5.825183,2007-12-26,4.8,60.0,2007,
71370,en,200000.0,0.0,Trap,0.038825,2007-10-27,5.0,1.0,2007,0.0
25967,en,5000000.0,0.0,Isolation,3.727745,2005-09-10,5.6,57.0,2005,0.0
5595,en,0.0,0.0,La Habitación de Fermat,3.950545,2007-10-07,6.6,85.0,2007,
28739,en,10000000.0,0.0,Cabin Fever 2: Spring Fever,5.187,2009-08-11,4.4,96.0,2009,0.0
17473,en,0.0,0.0,The Room,6.490979,2003-06-27,4.3,191.0,2003,
200664,en,0.0,0.0,Killer Bean 2: The Party,0.022707,2000-08-08,0.0,0.0,2000,
22972,en,100000000.0,94882889.0,Green Zone,11.174041,2010-03-11,6.4,730.0,2010,0.94882889
119819,en,0.0,0.0,The Call of the Wild,1.061454,1935-08-09,6.0,13.0,1935,
29182,en,0.0,0.0,44 Inch Chest,2.237262,2009-10-08,6.0,37.0,2009,
17277,en,19000000.0,4750000.0,The Fall of the Roman Empire,2.824367,1964-03-24,6.0,34.0,1964,0.25
26389,en,52000000.0,52826594.0,From Paris with Love,6.885593,2010-02-05,6.2,684.0,2010,1.0158960384615385
61880,en,0.0,0.0,Strategic Air Command,0.332145,1955-07-12,6.1,8.0,1955,
31515,en,0.0,0.0,The Boy Friend,0.543395,1971-12-16,6.7,3.0,1971,
20618,en,0.0,0.0,Road Trip: Beer Pong,4.004323,2009-08-11,5.3,63.0,2009,
28925,en,1000000.0,0.0,Zone of the Dead,1.770765,2009-02-22,4.7,19.0,2009,0.0
23488,en,0.0,4706919.0,Dorian Gray,11.069608,2009-09-09,5.8,588.0,2009,inf
26771,en,0.0,0.0,That Sinking Feeling,0.994335,1980-10-01,6.9,9.0,1980,
43012,en,0.0,0.0,Taras Bulba,1.308651,1962-11-21,6.5,15.0,1962,
27583,en,0.0,6153967.0,Greenberg,8.509231,2010-03-26,6.0,163.0,2010,inf
6883,en,0.0,0.0,Two-Minute Warning,1.712445,1976-11-12,6.3,24.0,1976,
26390,en,17000000.0,29536299.0,Brooklyn's Finest,12.50422,2009-01-16,6.2,296.0,2009,1.7374293529411764
34016,en,20000000.0,49779728.0,She's Out of My League,8.101247,2010-03-11,5.9,544.0,2010,2.4889864
25941,en,7300000.0,10329747.0,Harry Brown,7.478206,2009-11-11,6.7,351.0,2009,1.4150338356164383
34195,en,0.0,0.0,The Dead Outside,1.302258,2008-01-01,3.5,13.0,2008,
20471,en,0.0,0.0,The Mysteries of Pittsburgh,5.910208,2008-01-20,3.6,10.0,2008,
23169,en,16000000.0,56032889.0,Remember Me,8.307719,2010-03-12,6.9,980.0,2010,3.5020555625
12718,en,0.0,0.0,Teenage Caveman,3.553427,2002-04-03,3.4,21.0,2002,
15360,en,0.0,0.0,The Night Stalker,4.496482,1972-01-11,7.1,23.0,1972,
19969,en,0.0,0.0,Skeleton Crew,0.980721,2009-01-01,4.1,11.0,2009,
85521,en,0.0,0.0,The Cool World,0.693882,1963-01-01,4.3,3.0,1963,
16763,en,5000000.0,0.0,Joy Ride 2: Dead Ahead,4.084162,2008-10-07,5.2,60.0,2008,0.0
16350,en,0.0,0.0,Vinyan,3.147644,2008-08-30,4.6,31.0,2008,
15846,en,7000000.0,0.0,The Burrowers,5.59423,2008-09-09,5.4,58.0,2008,0.0
44363,en,0.0,3065860.0,Frozen,10.245682,2010-02-05,5.9,586.0,2010,inf
94182,en,0.0,0.0,Torrid Zone,0.154237,1940-05-25,8.0,1.0,1940,
34592,en,0.0,0.0,ZMD: Zombies of Mass Destruction,1.425986,2009-01-01,4.7,31.0,2009,
26430,en,0.0,0.0,The Carter,0.222757,2009-01-01,6.9,4.0,2009,
26623,en,7000000.0,0.0,Generation X,1.916293,1996-12-20,4.0,15.0,1996,0.0
29426,en,4000000.0,0.0,Survival of the Dead,9.159799,2010-05-06,4.7,118.0,2010,0.0
34335,en,2000000.0,0.0,Nine Dead,9.711183,2010-01-01,5.1,85.0,2010,0.0
16239,en,0.0,0.0,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,1.84991,2009-03-14,6.6,12.0,2009,
80196,en,0.0,0.0,Invisible Stripes,1.250248,1939-12-30,6.5,2.0,1939,
31299,en,2500000.0,0.0,Little Ashes,3.396498,2008-10-06,6.1,44.0,2008,0.0
34563,en,14000000.0,21409028.0,Our Family Wedding,8.204894,2010-03-12,5.7,40.0,2010,1.5292162857142857
27573,en,40000000.0,136000000.0,The Bounty Hunter,6.715263,2010-03-16,5.6,878.0,2010,3.4
32678,en,5000000.0,0.0,Dead Man Running,2.735297,2009-01-01,6.2,25.0,2009,0.0
12834,en,9000000.0,985117.0,Leaves of Grass,9.954095,2009-09-13,5.9,143.0,2009,0.10945744444444444
31723,en,3000000.0,18097.0,Women in Trouble,7.052376,2009-11-13,5.2,30.0,2009,0.006032333333333333
24225,en,0.0,101543.0,Afghan Star,0.476791,2009-06-26,6.6,5.0,2009,inf
49508,en,0.0,0.0,I Was a Communist for the FBI,0.129965,1951-05-05,4.5,3.0,1951,
26558,en,40000.0,0.0,Combat Shock,1.640696,1986-05-14,6.4,14.0,1986,0.0
31678,en,0.0,0.0,The Hollywood Revue of 1929,1.182411,1929-11-23,4.6,7.0,1929,
45921,en,0.0,0.0,Haunted Echoes,0.381248,2008-11-20,4.3,5.0,2008,
5753,en,0.0,0.0,Deadly Prey,1.737379,1987-11-02,5.5,16.0,1987,
43495,en,0.0,0.0,The Seventh Veil,0.742283,1945-10-18,5.2,8.0,1945,
24973,en,5000000.0,15000000.0,The Egyptian,10.374608,1954-08-25,6.0,11.0,1954,3.0
42342,en,0.0,0.0,The Egg and I,0.628683,1947-05-01,7.1,8.0,1947,
168171,en,0.0,0.0,Brass Monkey,0.1145,1948-12-01,5.5,1.0,1948,
80595,en,0.0,0.0,The Frightened City,0.219878,1961-09-01,6.5,2.0,1961,
31867,en,32000000.0,18409891.0,Repo Men,7.502967,2010-03-18,6.2,627.0,2010,0.57530909375
42451,en,0.0,0.0,The Apprenticeship of Duddy Kravitz,0.44984,1974-04-11,6.6,5.0,1974,
43138,en,0.0,0.0,The Brothers Karamazov,3.425142,1958-02-20,6.8,6.0,1958,
4933,en,0.0,0.0,The Buccaneer,0.720247,1958-12-11,5.8,9.0,1958,
28355,en,27000000.0,29000000.0,Case 39,9.644085,2009-08-13,6.1,580.0,2009,1.0740740740740742
64104,en,0.0,0.0,After Last Season,0.156478,2009-06-05,2.0,4.0,2009,
194931,en,0.0,0.0,Guest of Cindy Sherman,0.11243,2008-04-08,5.0,1.0,2008,
36970,en,0.0,19406406.0,Oceans,7.785003,2009-10-17,7.3,112.0,2009,inf
34423,en,0.0,0.0,The Slammin' Salmon,3.761656,2009-01-01,6.3,54.0,2009,
20216,en,0.0,0.0,Cookers,0.92956,2001-04-23,6.0,7.0,2001,
23048,en,36000000.0,64572262.0,Hot Tub Time Machine,11.967652,2010-03-26,5.9,911.0,2010,1.7936739444444445
28211,en,15000000.0,8459458.0,Chloe,10.445867,2009-03-25,5.9,514.0,2009,0.5639638666666666
30779,en,3000000.0,0.0,Blackwoods,0.616008,2001-10-25,2.1,8.0,2001,0.0
89199,en,0.0,0.0,Trash,0.293657,1970-10-05,4.8,5.0,1970,
38687,en,373000.0,658000.0,Flesh and the Devil,0.765315,1926-12-25,7.9,11.0,1926,1.7640750670241288
10191,en,165000000.0,494878759.0,How to Train Your Dragon,14.416681,2010-03-05,7.5,4319.0,2010,2.999265206060606
22582,en,0.0,0.0,Tom and Jerry: The Movie,10.978036,1992-10-01,5.6,96.0,1992,
15544,en,0.0,0.0,Extreme Movie,9.435287,2008-12-05,3.8,45.0,2008,
24874,en,0.0,0.0,Dark Mirror,2.123997,2007-01-01,4.5,13.0,2007,
51330,en,0.0,0.0,"You're a Good Man, Charlie Brown",0.013026,1985-11-06,5.9,4.0,1985,
28510,en,14000000.0,875386.0,Universal Soldier: Regeneration,8.226,2009-10-01,5.2,114.0,2009,0.06252757142857143
33421,en,0.0,0.0,The Pearl of Death,1.483085,1944-08-01,6.9,16.0,1944,
24499,en,0.0,0.0,Scar,6.615604,2007-05-19,5.2,19.0,2007,
20825,en,0.0,0.0,I Hate Valentine's Day,4.241465,2009-06-27,5.0,88.0,2009,
196328,en,0.0,0.0,Rockabilly Vampire,0.329985,1996-10-31,4.0,1.0,1996,
31196,en,300000.0,0.0,Growth,2.660436,2010-01-29,5.1,27.0,2010,0.0
34769,en,3500000.0,44462.0,Defendor,5.600277,2009-09-12,6.5,197.0,2009,0.012703428571428572
39830,en,0.0,0.0,Bass Ackwards,0.772541,2010-01-23,4.9,5.0,2010,
35939,en,6000000.0,0.0,Glorious 39,3.353004,2009-11-20,5.3,35.0,2009,0.0
23483,en,28000000.0,96188903.0,Kick-Ass,17.26045,2010-03-22,7.1,4747.0,2010,3.4353179642857143
4252,en,0.0,0.0,Chalte Chalte,1.499512,2003-06-12,6.2,27.0,2003,
16759,en,0.0,0.0,Five Minutes of Heaven,13.465072,2009-01-19,6.6,45.0,2009,
43008,en,0.0,0.0,The Hanging Tree,3.931676,1959-03-13,5.8,14.0,1959,
184741,en,0.0,0.0,Cain and Mabel,0.214955,1936-09-26,8.0,1.0,1936,
57124,en,0.0,0.0,Swastika,0.288698,1974-09-01,5.2,3.0,1974,
35056,en,55000000.0,152263880.0,Date Night,8.443736,2010-04-08,5.9,1148.0,2010,2.768434181818182
13417,en,0.0,0.0,Kronk's New Groove,7.680092,2005-12-05,6.0,233.0,2005,
24429,en,0.0,0.0,The Brink's Job,7.196137,1978-12-08,6.4,9.0,1978,
36419,en,4500000.0,3606395.0,After.Life,9.063797,2010-04-09,5.4,253.0,2010,0.8014211111111111
43327,en,0.0,0.0,The Virgin Queen,0.728698,1955-07-22,7.8,4.0,1955,
76568,en,0.0,0.0,The Sheepman,4.544583,1958-05-07,6.0,14.0,1958,
40855,en,0.0,0.0,Sex Positive,0.79658,2009-06-12,0.0,0.0,2009,
22488,en,0.0,0.0,Love's Abiding Joy,1.148336,2006-10-06,5.8,12.0,2006,
49131,en,0.0,0.0,Spiderman: The Ultimate Villain Showdown,0.362957,2002-08-11,5.2,3.0,2002,
35207,en,0.0,0.0,Terry Fator: Live from Las Vegas,0.387385,2009-09-01,3.0,2.0,2009,
42669,en,0.0,0.0,Five Star Final,9.035549,1931-09-26,4.2,7.0,1931,
18273,en,3000000.0,0.0,Downloading Nancy,1.961313,2008-01-21,5.2,21.0,2008,0.0
53522,en,0.0,0.0,Movie Crazy,0.150713,1932-09-23,4.7,3.0,1932,
39459,en,0.0,0.0,The Oklahoma Kid,0.894215,1939-03-11,5.7,5.0,1939,
35689,en,0.0,0.0,Don McKay,2.212466,2009-04-24,5.4,21.0,2009,
166375,en,0.0,0.0,Taqwacore: The Birth of Punk Islam,0.068498,2009-11-03,6.0,1.0,2009,
34784,en,0.0,0.0,Grim Reaper,0.275394,2007-01-16,2.0,1.0,2007,
25572,en,0.0,0.0,American Drug War: The Last White Hope,0.770685,2007-01-01,5.8,7.0,2007,
34583,en,0.0,0.0,The Final,4.010976,2010-01-28,5.6,80.0,2010,
11761,en,0.0,0.0,Peacock,6.013545,2010-04-20,5.9,65.0,2010,
22943,en,0.0,0.0,Tillie's Punctured Romance,0.621999,1914-11-14,6.6,14.0,1914,
27586,en,10000000.0,2995811.0,The Runaways,19.42051,2010-03-19,6.3,262.0,2010,0.2995811
15323,en,0.0,0.0,Steal This Film II,0.438766,2007-12-28,6.3,6.0,2007,
33226,en,0.0,0.0,Rembrandt's J'Accuse...!,0.58526,2008-10-04,8.5,4.0,2008,
27179,en,0.0,0.0,It! The Terror from Beyond Space,1.618275,1958-07-31,6.2,27.0,1958,
145902,en,0.0,0.0,Juoksuhaudantie,0.044653,2004-11-26,7.0,1.0,2004,
79924,en,0.0,0.0,Oh Happy Day,0.178514,2007-01-01,3.7,3.0,2007,
116983,en,0.0,0.0,The Black Waters of Echo's Pond,0.845713,2009-01-01,5.1,13.0,2009,
26178,en,5500000.0,801000.0,Razorback,1.822979,1984-04-19,5.6,33.0,1984,0.14563636363636365
19587,en,0.0,0.0,The Education of Charlie Banks,2.340454,2007-01-01,6.0,25.0,2007,
36124,en,0.0,0.0,Until the Light Takes Us,1.580266,2008-01-01,6.6,20.0,2008,
20781,en,0.0,0.0,Angel of Death,1.938244,2009-07-07,5.1,19.0,2009,
31561,en,0.0,0.0,Caesar and Cleopatra,1.057669,1945-12-11,6.6,13.0,1945,
35002,en,0.0,0.0,When Dinosaurs Ruled the Earth,2.600011,1970-10-25,5.1,18.0,1970,
47813,en,0.0,80.0,Waking Sleeping Beauty,0.908184,2009-09-05,7.4,22.0,2009,inf
14766,en,0.0,0.0,Affinity,1.648107,2008-12-28,6.3,6.0,2008,
36731,en,0.0,0.0,The Roman Spring of Mrs. Stone,0.943604,1961-12-28,7.4,4.0,1961,
141714,en,0.0,0.0,Wild China,0.674662,2008-01-01,7.1,11.0,2008,
19401,en,0.0,0.0,The Case for Christ,0.090474,2007-01-01,3.0,1.0,2007,
31869,en,0.0,0.0,The Ascent of Money,0.458794,2009-01-01,6.1,4.0,2009,
26186,en,0.0,0.0,Hot Millions,3.359214,1968-09-19,5.9,7.0,1968,
55236,en,0.0,0.0,Desperate Journey,1.204787,1942-09-25,7.0,2.0,1942,
33217,en,15000000.0,75700498.0,Diary of a Wimpy Kid,12.139919,2010-03-19,5.9,369.0,2010,5.046699866666667
29989,en,0.0,0.0,Skin,1.858361,2009-07-24,6.8,13.0,2009,
26380,en,0.0,0.0,Out of the Fog,1.096974,1941-06-14,5.7,10.0,1941,
43326,en,0.0,0.0,The Tender Trap,0.740862,1955-11-04,6.1,10.0,1955,
44747,en,0.0,0.0,The Caddy,0.969886,1953-08-10,5.7,10.0,1953,
102419,en,0.0,0.0,Hotel Reserve,0.955925,1944-06-01,6.3,3.0,1944,
228444,en,0.0,0.0,Hell Is Sold Out,0.063133,1951-06-01,6.0,1.0,1951,
36443,en,200000.0,0.0,The Union: The Business Behind Getting High,2.058076,2007-05-08,7.2,26.0,2007,0.0
4461,en,0.0,0.0,Decision Before Dawn,1.030026,1951-12-21,5.6,12.0,1951,
31687,en,0.0,0.0,Circle of Eight,2.285697,2009-10-27,3.6,21.0,2009,
20497,en,0.0,0.0,Ballet Shoes,5.828623,2008-08-26,6.3,103.0,2008,
12411,en,0.0,0.0,Disgrace,8.32971,2008-09-06,6.0,25.0,2008,
86097,en,0.0,0.0,For the Love of Movies: The Story of American Film Criticism,0.348386,2009-03-01,5.0,1.0,2009,
25832,en,0.0,0.0,Aria,2.267249,1987-05-27,6.2,11.0,1987,
25338,en,0.0,0.0,The Silent Partner,2.745838,1978-09-07,6.9,23.0,1978,
20478,en,0.0,0.0,Normal Adolescent Behavior,1.173129,2007-04-27,4.9,7.0,2007,
33427,en,0.0,0.0,LEGO: The Adventures of Clutch Powers,1.605238,2010-01-01,5.1,22.0,2010,
12408,en,0.0,0.0,Genova,2.074352,2008-01-01,5.4,23.0,2008,
40168,en,425000.0,0.0,Scarecrows,2.227278,1988-09-28,5.4,37.0,1988,0.0
37857,en,0.0,6297.0,Don's Plum,5.339888,2001-02-10,6.3,18.0,2001,inf
33784,en,0.0,0.0,Huset vid vägens ände,0.054755,2003-01-29,6.0,1.0,2003,
35656,en,0.0,0.0,As Good As Dead,1.984924,2010-01-25,4.9,11.0,2010,
33501,en,0.0,0.0,The Moment After,1.842117,1999-07-04,4.5,4.0,1999,
36325,en,0.0,0.0,Bananas!*,0.502688,2009-10-09,5.6,5.0,2009,
43381,en,0.0,0.0,Texas Carnival,0.05277,1951-10-05,0.0,0.0,1951,
34813,en,25000000.0,23580000.0,The Losers,12.798367,2010-04-23,6.2,522.0,2010,0.9432
33215,en,0.0,0.0,Tenure,0.85016,2009-10-24,6.1,11.0,2009,
35690,en,0.0,0.0,The Last Song,5.541073,2010-03-31,7.0,959.0,2010,
18406,en,0.0,0.0,Chained Heat,5.105447,1983-05-27,4.6,14.0,1983,
39053,en,7000000.0,0.0,Cyrus,10.42001,2010-06-18,6.1,135.0,2010,0.0
37169,en,2011799.0,0.0,The Human Centipede (First Sequence),12.84585,2009-04-26,4.9,528.0,2009,0.0
43517,en,0.0,0.0,This Is the Army,0.800156,1943-08-14,8.3,3.0,1943,
42476,en,0.0,0.0,Ben,0.37223,1972-06-23,4.4,8.0,1972,
111310,en,0.0,0.0,Operator 13,0.384003,1934-06-08,3.5,2.0,1934,
39452,en,0.0,4790751.0,Exit Through the Gift Shop,5.188466,2010-01-24,7.6,314.0,2010,inf
94917,en,0.0,0.0,Summer and Smoke,0.669198,1961-11-16,5.8,8.0,1961,
107643,en,0.0,0.0,Kôiki bôryoku: ryuuketsu no shima,0.437567,1969-07-26,3.8,2.0,1969,
64651,en,0.0,0.0,Stray Cat Rock: Sex Hunter,0.60719,1970-09-01,6.4,9.0,1970,
40594,en,0.0,0.0,Julia Sweeney - Letting Go of God,0.357063,2008-11-21,8.4,5.0,2008,
23104,en,0.0,0.0,King of the Zombies,1.387826,1941-05-14,5.3,7.0,1941,
37605,en,0.0,0.0,The Last Voyage,1.92857,1960-02-19,5.7,6.0,1960,
91727,en,0.0,0.0,Night Must Fall,1.919229,1937-04-30,7.6,5.0,1937,
41597,en,0.0,0.0,Night Train to Munich,1.505294,1940-08-31,7.1,21.0,1940,
62727,en,0.0,0.0,Pinky,0.905818,1949-09-28,7.7,10.0,1949,
25385,en,0.0,0.0,Tobruk,1.483111,1967-02-07,5.8,16.0,1967,
32985,en,45000000.0,7810000.0,Solomon Kane,9.667535,2009-09-16,5.6,399.0,2009,0.17355555555555555
44399,en,0.0,0.0,Blood and Sand,4.618566,1941-05-30,6.1,9.0,1941,
10138,en,200000000.0,623933331.0,Iron Man 2,19.083344,2010-04-28,6.6,6969.0,2010,3.119666655
42191,en,0.0,0.0,Johnny Angel,0.51834,1945-10-24,5.1,8.0,1945,
190906,en,0.0,0.0,The Dark Tower,0.192959,1943-10-18,7.0,2.0,1943,
45615,en,0.0,0.0,Reindeerspotting - Escape From Santaland,0.879714,2010-04-09,6.6,15.0,2010,
38579,en,50000000.0,83761844.0,Marmaduke,12.285545,2010-06-04,5.0,150.0,2010,1.67523688
37931,en,10000000.0,6110000.0,MacGruber,11.107782,2010-05-21,5.1,184.0,2010,0.611
27004,en,7000000.0,46488.0,Ca$h,9.107829,2010-01-01,6.0,73.0,2010,0.006641142857142857
48587,en,0.0,0.0,Living Death,0.479963,2006-12-12,3.8,5.0,2006,
198600,en,0.0,0.0,Three Sailors and a Girl,0.174472,1953-11-23,7.0,1.0,1953,
36760,en,0.0,0.0,The 3rd Voice,0.823651,1960-03-05,6.3,2.0,1960,
17005,en,0.0,0.0,Bitten,3.580087,2008-06-29,5.8,17.0,2008,
26694,en,0.0,0.0,Big River Man,0.309604,2009-01-15,7.8,6.0,2009,
121351,en,0.0,0.0,Aces and Eights,0.051886,1936-06-06,6.0,1.0,1936,
37178,en,0.0,0.0,Virtuality,3.172738,2009-06-26,4.9,34.0,2009,
5178,en,3800000.0,0.0,The Good Heart,3.572157,2009-09-11,6.0,21.0,2009,0.0
37495,en,967686.0,4270000.0,Four Lions,11.934045,2010-05-07,7.1,428.0,2010,4.412588380941751
42217,en,0.0,0.0,Bobby Deerfield,5.792931,1977-09-27,6.0,13.0,1977,
42910,en,980000.0,0.0,"Lord, Save Us from Your Followers",0.005079,2008-06-13,0.0,0.0,2008,0.0
43090,en,10000000.0,0.0,Gunless,2.726078,2010-04-30,6.7,27.0,2010,0.0
35169,en,35000000.0,39340177.0,Furry Vengeance,10.794556,2010-04-02,4.6,150.0,2010,1.124005057142857
41116,en,0.0,0.0,The Shock Doctrine,0.851836,2009-09-01,6.6,16.0,2009,
25659,en,0.0,0.0,Zenzen daijobu,0.368102,2008-01-01,7.0,4.0,2008,
38726,en,0.0,0.0,Stage Door Canteen,0.789004,1943-06-24,6.3,2.0,1943,
36950,en,0.0,0.0,You Don't Know Jack,14.988063,2010-04-14,6.9,104.0,2010,
37565,en,0.0,0.0,St Trinian's 2: The Legend of Fritton's Gold,5.309602,2009-12-18,5.4,73.0,2009,
38542,en,800000.0,867714.0,The Disappearance of Alice Creed,7.271526,2009-09-12,6.4,169.0,2009,1.0846425
52620,en,30000.0,0.0,Little Fugitive,1.062743,1953-10-06,7.3,14.0,1953,0.0
47737,en,0.0,0.0,Gold,1.99751,1974-06-08,5.5,17.0,1974,
28575,en,0.0,0.0,I'll Cry Tomorrow,0.887512,1955-12-25,4.7,5.0,1955,
51442,en,0.0,0.0,American Gothic,2.412785,1988-06-03,5.8,21.0,1988,
66022,en,0.0,0.0,The Chalk Garden,0.813061,1964-04-02,5.5,11.0,1964,
38697,en,0.0,0.0,Hollywood Canteen,0.46387,1944-12-31,6.5,4.0,1944,
37511,en,0.0,0.0,Stingray Sam,0.404118,2009-01-20,5.8,8.0,2009,
21794,en,0.0,0.0,In a Dark Place,1.525381,2006-07-21,3.4,14.0,2006,
36432,en,0.0,0.0,Art & Copy,0.655022,2009-08-21,7.0,18.0,2009,
106813,en,0.0,0.0,Bonhoeffer: Agent of Grace,0.502653,2000-06-14,7.5,2.0,2000,
20311,en,0.0,0.0,Love the Beast,1.12405,2009-03-12,6.5,15.0,2009,
81589,en,0.0,0.0,Must Read After My Death,0.158931,2007-12-15,7.3,3.0,2007,
8929,en,0.0,0.0,Johnny Mad Dog,3.534935,2008-05-20,6.8,24.0,2008,
28894,en,0.0,0.0,Rancho Notorious,1.654103,1952-03-01,6.2,22.0,1952,
23050,en,0.0,0.0,Scavenger Hunt,1.200851,1979-12-21,5.9,8.0,1979,
96287,en,0.0,0.0,Déficit,0.288025,2007-05-21,5.8,5.0,2007,
18516,en,10000000.0,0.0,Adam Resurrected,1.714132,2008-08-08,6.4,22.0,2008,0.0
31261,en,100000.0,1000000.0,Halo Legends,1.731527,2010-02-16,6.9,25.0,2010,10.0
24757,en,2000000.0,0.0,Stoic,2.584212,2009-01-01,5.3,15.0,2009,0.0
26587,en,0.0,0.0,Dread,5.967679,2009-07-14,5.6,71.0,2009,
36801,en,0.0,0.0,Cemetery Junction,8.740728,2010-04-14,6.6,77.0,2010,
92501,en,0.0,0.0,Hell's Highway: The True Story of Highway Safety Films,0.242952,2003-06-27,7.0,1.0,2003,
46705,en,3500000.0,16566240.0,Blue Valentine,11.107914,2010-12-27,6.9,911.0,2010,4.733211428571429
37821,en,75000000.0,98159963.0,Killers,6.540621,2010-06-04,5.7,792.0,2010,1.3087995066666667
253232,en,0.0,0.0,Otoko wa tsurai yo: Torajiro koiuta,3.8e-05,1971-12-29,0.0,0.0,1971,
225503,en,0.0,0.0,The Adventures of Tarzan,0.00461,1921-12-01,0.0,0.0,1921,
29069,en,0.0,0.0,The Velvet Vampire,1.132207,1971-10-13,3.9,7.0,1971,
26962,en,0.0,0.0,Puppet Master vs Demonic Toys,1.945492,2004-12-18,2.7,12.0,2004,
37255,en,0.0,0.0,Ween: Live in Chicago,0.043068,2004-05-04,10.0,1.0,2004,
51792,en,0.0,0.0,Aerial Gunner,0.056336,1943-03-20,0.0,0.0,1943,
99236,en,0.0,0.0,Panama Hattie,0.001179,1942-09-01,0.0,0.0,1942,
